id_atleta,sexo,edad,disciplina,subdisciplina,posicion,nivel,estatura_cm,masa_corporal_kg,imc,pct_grasa,masa_grasa_kg,masa_libre_grasa_kg,masa_muscular_kg,cintura_cm,cadera_cm,envergadura_cm,muslo_cm,brazo_contraido_cm,suma_6_pliegues,sprint_10m_s,sprint_20m_s,sprint_30m_s,salto_vertical_cm,salto_horizontal_cm,handgrip_kg,sentadilla_1rm_kg,press_banca_1rm_kg,vo2max_estimado_ml_kg_min,beep_test_nivel,cooper_12min_m,yoyo_ir1_m,t_test_s,illinois_s,rsa_6x30m_promedio_s,rsa_6x30m_fatiga_pct,sit_and_reach_cm
ATH-0087,F,20,Atletismo,Fondo,Maratón,Élite,172.54,66.37,22.3,10.4,6.9,59.47,30.82,87.2,102.13,181.97,53.15,40.33,28.4,2.222,4.068,5.642,41.87,57.7,48.63,134.04,80.3,73.89,18.0,3094.6,1770.54,9.929,16.246,13.179,5.17,20.01
OUT-242,M,24,Atletismo,Fondo,Maratón,Intermedio,190.18,59.9,39.31,25.13,25.95,62.66,29.9,98.31,89.19,188.21,66.81,42.64,18.31,1.822,3.871,3.583,27.81,26.14,39.55,211.83,151.57,78.46,14.48,2483.98,1014.67,11.295,17.621,15.289,3.84,18.53
ATH-0089,F,27,Atletismo,Fondo,Media Maratón,Élite,166.18,62.0,22.45,7.75,4.8,57.19,29.71,90.89,101.23,172.12,56.1,34.82,25.26,2.145,3.909,5.286,52.66,81.31,36.94,125.09,67.68,68.18,17.87,2754.54,1655.8,9.842,15.112,11.933,4.16,24.65
ATH-0090,M,26,Atletismo,Fondo,Media Maratón,Intermedio,164.6,60.45,22.31,7.46,4.51,55.94,31.45,86.0,94.08,169.18,58.02,38.18,23.28,2.127,4.05,5.368,50.63,101.05,47.47,137.24,86.14,68.32,17.28,2956.01,1599.63,10.925,18.652,13.155,2.54,22.59
ATH-0091,M,24,Atletismo,Fondo,Maratón,Intermedio,165.49,66.9,24.43,5.71,3.82,63.08,37.74,89.19,94.4,172.43,53.34,35.83,15.45,2.176,4.295,5.959,50.41,118.06,44.8,102.3,78.32,66.7,17.23,2904.24,1499.24,10.85,16.781,15.059,1.36,15.33
ATH-0092,F,28,Atletismo,Fondo,10km,Amateur,170.67,52.85,18.14,8.75,4.62,48.23,23.64,80.58,98.99,175.64,57.25,31.24,26.71,2.04,3.369,4.948,47.66,82.61,38.23,119.4,63.81,71.81,18.0,3142.53,1712.06,10.19,16.5,12.17,2.01,22.79
ATH-0093,F,18,Atletismo,Fondo,Maratón,Amateur,184.78,55.97,16.39,7.01,3.93,52.04,30.38,83.21,98.35,191.46,54.85,37.49,13.92,2.225,4.081,5.589,44.43,69.18,51.76,91.53,66.28,75.07,18.0,3095.62,1829.0,10.742,17.346,13.009,1.75,23.69
ATH-0094,M,26,Atletismo,Fondo,10km,Profesional,178.36,71.13,22.36,4.0,2.85,68.29,42.87,87.35,94.06,185.28,54.9,35.25,4.05,2.01,3.525,5.178,49.94,101.8,52.69,140.42,101.72,73.42,18.0,3150.49,1726.34,10.982,16.99,14.314,3.13,27.43
ATH-0095,F,21,Atletismo,Fondo,Media Maratón,Intermedio,173.29,55.73,18.56,6.73,3.75,51.98,30.71,86.59,98.71,186.91,56.14,34.15,16.17,2.164,3.953,5.566,50.26,81.87,43.58,137.0,86.66,67.05,16.2,2749.9,1560.74,9.554,14.247,14.523,6.52,23.62
ATH-0096,M,18,Atletismo,Fondo,Media Maratón,Intermedio,175.32,64.66,21.03,6.31,4.08,60.58,30.24,82.91,97.87,177.39,58.71,34.36,14.08,2.126,3.993,6.031,53.73,83.77,45.74,120.68,82.28,81.47,18.0,3568.3,2051.14,9.718,15.287,13.552,4.74,24.67
ATH-0097,M,26,Atletismo,Fondo,Maratón,Élite,178.1,65.68,20.71,8.74,5.74,59.94,36.02,89.77,104.12,184.01,56.43,34.27,23.19,2.19,4.41,6.274,45.91,93.03,52.62,130.03,89.36,73.26,18.0,3161.79,1760.64,10.364,16.099,12.987,4.79,14.77
ATH-0098,M,29,Atletismo,Fondo,Maratón,Intermedio,176.05,52.37,16.9,13.75,7.2,45.17,26.63,86.99,97.8,185.66,51.95,40.18,41.37,2.146,3.921,5.593,44.39,91.2,40.86,112.79,75.65,62.43,15.63,2622.5,1448.46,10.216,15.245,11.131,7.74,20.1
ATH-0099,M,23,Atletismo,Fondo,Media Maratón,Profesional,170.15,53.33,18.42,7.94,4.24,49.09,27.8,84.78,102.57,178.07,54.66,32.66,21.05,2.137,3.973,5.611,36.33,64.95,50.17,144.95,89.33,70.59,18.0,2896.79,1673.51,10.009,15.409,15.874,6.45,22.66
ATH-0100,M,27,Atletismo,Fondo,Maratón,Élite,166.93,68.32,24.52,12.3,8.4,59.92,35.19,87.96,104.92,174.2,56.5,35.73,36.69,2.36,4.228,5.985,40.85,74.53,43.74,93.52,71.49,78.09,18.0,3414.05,1964.48,11.139,18.323,15.819,7.33,23.54
OUT-220,M,30,Atletismo,Fondo,Media Maratón,Intermedio,149.23,88.39,23.72,9.48,17.04,45.92,37.22,98.48,94.83,154.7,57.72,29.99,81.73,1.931,2.752,5.564,25.73,71.41,49.15,79.66,99.79,68.32,14.04,2665.86,1965.08,12.481,20.974,13.216,12.72,13.87
ATH-0102,M,29,Atletismo,Fondo,Media Maratón,Élite,178.03,57.27,18.07,5.44,3.12,54.15,31.52,88.17,98.65,187.24,55.36,34.06,9.43,2.035,3.613,5.296,43.71,75.8,49.17,147.2,74.56,72.91,18.0,3134.02,1766.27,10.883,17.861,14.007,1.88,22.26
ATH-0103,M,30,Atletismo,Fondo,10km,Amateur,170.38,59.4,20.46,6.38,3.79,55.6,33.31,91.2,97.17,173.36,52.51,32.71,19.47,2.134,3.841,5.56,47.51,81.35,45.28,124.8,76.06,69.73,18.0,2820.73,1539.88,10.105,16.442,14.318,7.37,29.8
ATH-0104,M,26,Atletismo,Fondo,Maratón,Amateur,165.37,57.15,20.9,8.06,4.61,52.54,29.02,87.23,97.02,167.89,56.22,37.03,25.57,2.249,4.089,5.674,52.54,74.25,46.91,116.23,84.23,77.45,18.0,3190.89,1839.44,9.716,15.727,12.577,4.77,23.31
ATH-0105,F,24,Atletismo,Fondo,Media Maratón,Intermedio,161.66,64.63,24.73,5.4,3.49,61.14,34.31,91.1,98.6,166.39,59.14,32.25,18.32,2.114,4.125,6.062,55.83,89.54,58.13,141.61,55.82,68.68,16.51,2854.39,1520.74,11.073,19.333,12.269,5.2,24.68
OUT-253,M,18,Atletismo,Fondo,Maratón,Amateur,171.85,51.26,23.68,15.03,9.83,51.73,47.68,79.38,114.05,210.32,45.19,41.06,39.51,1.657,3.104,3.257,42.86,54.4,49.76,176.81,109.36,32.11,6.99,3540.43,1307.44,11.543,16.777,14.951,12.9,30.6
ATH-0107,M,23,Atletismo,Fondo,10km,Élite,165.85,52.17,18.97,7.06,3.68,48.49,27.2,84.52,91.8,171.08,56.41,32.35,19.53,2.141,4.044,5.646,46.63,115.56,45.51,130.14,89.12,74.64,18.0,3055.78,1663.81,9.915,16.09,11.531,6.48,19.41
ATH-0108,F,20,Atletismo,Fondo,10km,Profesional,169.38,67.78,23.63,4.14,2.81,64.97,35.53,83.67,95.64,175.61,57.92,33.53,11.57,1.977,3.701,5.253,49.8,72.49,53.77,129.32,85.48,79.87,18.0,3355.75,1844.05,10.282,16.328,12.893,1.0,23.22
ATH-0109,M,32,Atletismo,Fondo,Maratón,Intermedio,180.74,56.34,17.25,9.79,5.51,50.82,27.91,85.57,102.42,187.15,52.95,37.36,26.73,2.074,3.98,5.925,43.09,70.14,41.17,112.97,78.49,72.81,18.0,3051.82,1735.08,10.769,17.132,12.103,3.14,23.3
OUT-679,M,23,Atletismo,Fondo,Maratón,Intermedio,166.12,94.67,38.55,23.2,11.84,84.01,64.85,79.99,102.12,212.5,58.31,36.21,39.28,1.758,3.69,3.68,34.97,17.65,32.91,198.99,148.51,36.27,6.95,1913.43,866.91,13.474,15.933,16.704,7.86,33.83
ATH-0111,M,24,Atletismo,Fondo,Media Maratón,Profesional,167.5,66.15,23.58,5.1,3.37,62.77,32.03,82.79,97.29,169.99,57.98,34.83,11.43,2.225,4.168,6.118,56.42,70.38,38.49,135.13,89.0,75.87,18.0,3238.97,1918.39,10.087,15.504,11.951,2.62,23.66
ATH-0112,M,26,Atletismo,Fondo,10km,Intermedio,173.85,62.35,20.63,8.14,5.08,57.28,33.64,84.53,101.25,181.56,59.6,37.5,24.21,2.119,3.955,5.22,36.77,86.97,47.73,122.67,78.78,73.39,18.0,2978.46,1854.73,11.333,17.638,12.376,3.93,18.1
ATH-0113,F,24,Atletismo,Fondo,10km,Intermedio,183.53,67.56,20.06,5.63,3.8,63.76,38.29,87.82,92.69,195.06,54.23,33.69,14.91,2.065,3.805,5.619,49.92,97.81,47.31,142.43,80.64,81.9,18.0,3453.95,1907.91,11.484,18.264,12.848,2.22,20.06
ATH-0114,F,30,Atletismo,Fondo,10km,Intermedio,171.28,66.23,22.58,6.87,4.55,61.68,32.44,84.15,99.49,175.03,51.21,34.67,19.14,2.022,3.902,5.866,46.73,104.44,43.47,120.94,80.12,73.19,18.0,3054.32,1712.92,10.356,15.332,11.248,3.47,29.73
ATH-0115,M,21,Atletismo,Fondo,Maratón,Profesional,157.87,59.73,23.97,6.9,4.12,55.61,32.09,80.47,103.76,161.34,56.32,35.65,22.19,2.147,3.954,5.855,50.79,63.21,46.36,125.22,89.06,76.56,18.0,3124.27,1816.7,9.509,14.966,12.347,1.04,23.25
OUT-499,F,24,Atletismo,Fondo,Media Maratón,Intermedio,178.0,105.76,22.59,14.23,25.68,95.99,61.5,75.03,113.83,190.63,52.12,41.34,24.68,1.62,4.731,3.001,29.38,54.1,46.08,183.26,138.31,72.53,17.35,3650.58,926.09,12.891,15.959,6.825,14.79,16.55
ATH-0117,F,21,Atletismo,Fondo,Maratón,Élite,174.08,62.84,20.74,9.08,5.7,57.14,35.74,80.7,92.28,185.31,54.95,39.0,21.6,2.124,3.954,5.594,47.93,118.35,43.76,125.03,79.63,67.41,17.13,2854.99,1564.97,10.592,16.046,17.081,8.28,31.08
ATH-0118,M,18,Atletismo,Fondo,Maratón,Élite,172.54,59.01,19.82,4.2,2.48,56.53,32.32,80.28,96.87,177.9,53.03,37.94,17.99,2.057,3.842,5.383,38.14,83.03,54.39,116.12,80.86,73.34,18.0,3185.7,1638.22,10.893,15.838,12.833,1.12,19.05
ATH-0119,F,21,Atletismo,Fondo,Maratón,Intermedio,170.68,63.45,21.78,8.34,5.29,58.16,37.16,83.31,101.1,168.15,57.63,34.9,22.07,2.081,3.898,5.483,46.01,91.31,50.38,118.69,87.17,71.2,17.07,3044.37,1741.18,10.201,15.022,13.107,2.29,18.67
ATH-0120,M,23,Atletismo,Fondo,Media Maratón,Intermedio,167.16,55.45,19.85,7.76,4.3,51.15,32.37,83.04,98.61,178.15,52.82,29.81,20.27,2.138,3.925,5.572,42.47,64.91,48.67,151.77,81.12,68.21,17.23,2775.13,1578.06,10.361,16.129,12.826,3.52,22.7
ATH-0121,F,22,Atletismo,Fondo,Maratón,Élite,181.09,66.17,20.18,4.0,2.65,63.52,37.62,86.1,98.67,189.03,52.98,34.44,11.67,2.056,4.039,6.044,53.0,117.26,49.11,141.48,90.29,69.72,17.2,2924.04,1745.54,10.54,17.481,15.507,2.19,21.26
ATH-0122,F,21,Atletismo,Fondo,10km,Intermedio,160.97,65.52,25.29,5.01,3.29,62.24,41.43,82.4,99.85,161.64,54.92,39.63,13.23,1.863,3.608,5.207,51.9,83.75,53.11,113.21,77.07,79.85,18.0,3533.89,1959.69,10.008,15.808,8.219,1.0,23.76
ATH-0123,M,18,Atletismo,Fondo,10km,Élite,170.15,62.6,21.62,4.27,2.67,59.93,30.99,81.6,93.74,173.51,57.27,35.55,11.37,1.982,3.657,5.46,50.38,98.26,38.97,124.75,78.01,72.74,18.0,3104.85,1785.0,10.602,16.836,10.255,1.0,20.83
ATH-0124,M,23,Atletismo,Fondo,10km,Profesional,170.01,52.41,18.13,6.08,3.19,49.22,31.39,79.65,94.77,172.4,50.44,38.44,14.94,2.098,3.907,6.273,41.29,58.75,42.63,140.2,93.96,72.58,18.0,3103.36,1773.17,9.924,16.115,11.335,5.61,21.75
ATH-0125,M,18,Atletismo,Fondo,Media Maratón,Intermedio,177.12,67.77,21.6,7.12,4.83,62.95,35.83,84.24,97.14,181.69,51.82,40.28,22.46,2.194,4.131,6.32,48.3,85.49,55.33,107.34,90.24,70.8,16.7,2919.16,1621.63,10.885,16.586,14.489,1.0,23.04
ATH-0126,M,27,Atletismo,Fondo,Maratón,Élite,179.41,64.19,19.94,4.68,3.0,61.18,35.18,87.32,99.0,190.13,52.36,37.63,16.06,1.975,3.776,5.472,59.2,121.22,52.19,142.04,98.94,65.76,15.96,2709.85,1415.53,9.934,14.854,11.173,3.12,20.5
ATH-0127,F,24,Atletismo,Fondo,Media Maratón,Élite,170.64,61.89,21.25,9.42,5.83,56.05,31.48,86.42,94.44,169.39,60.47,38.71,31.45,2.236,4.378,6.237,53.93,110.62,44.13,121.31,81.2,77.59,18.0,3224.91,1970.49,11.005,17.793,14.622,1.7,22.58
ATH-0128,F,18,Atletismo,Fondo,Maratón,Élite,173.16,61.1,20.38,9.64,5.89,55.2,28.82,86.43,105.55,177.16,55.15,34.31,32.52,2.347,4.477,6.659,48.7,87.93,45.96,90.57,75.48,67.04,16.5,2819.31,1617.28,10.241,16.112,10.231,7.06,19.38
ATH-0129,M,22,Atletismo,Fondo,10km,Intermedio,173.67,59.32,19.67,10.09,5.98,53.33,32.15,86.85,90.4,179.26,51.44,38.84,21.93,2.173,3.993,5.957,33.61,92.78,39.27,113.21,93.79,74.59,18.0,3169.72,1724.58,11.28,18.453,13.522,1.56,20.09
ATH-0130,M,20,Atletismo,Fondo,Maratón,Amateur,178.32,60.28,18.96,4.0,2.41,57.87,30.69,80.35,90.91,183.42,54.06,35.31,12.64,2.079,3.723,5.506,48.03,83.3,45.6,122.97,74.32,71.36,18.0,3021.75,1541.97,10.355,15.892,10.62,1.0,26.26
ATH-0131,M,25,Atletismo,Fondo,Maratón,Intermedio,178.2,65.85,20.74,11.87,7.82,58.03,32.29,86.36,101.37,180.7,56.9,34.02,29.3,2.263,4.335,6.581,38.17,85.9,45.83,101.96,69.27,70.03,17.2,3038.4,1746.0,11.368,18.783,14.896,2.39,21.72
ATH-0132,M,29,Atletismo,Fondo,Maratón,Intermedio,168.77,59.42,20.86,7.42,4.41,55.01,30.7,86.23,99.55,177.85,60.46,41.13,24.24,2.174,4.066,5.707,46.15,74.63,49.35,111.35,97.74,76.41,18.0,3253.42,1852.0,10.99,16.712,11.426,1.84,25.07
ATH-0133,M,18,Atletismo,Fondo,Media Maratón,Intermedio,174.63,60.63,19.88,7.12,4.32,56.31,34.9,88.99,98.07,179.31,50.18,36.04,20.52,2.078,3.696,5.417,54.05,78.62,45.57,134.14,93.05,68.34,17.68,2715.28,1685.99,10.215,16.352,11.286,1.49,24.6
ATH-0134,M,24,Atletismo,Fondo,Maratón,Élite,174.3,61.36,20.2,6.75,4.14,57.22,33.02,86.74,100.35,178.53,51.42,34.2,16.31,2.159,4.122,5.969,46.88,81.4,47.96,131.23,76.85,71.62,16.85,2987.32,1731.6,10.477,17.147,10.885,4.51,18.87
ATH-0135,F,23,Atletismo,Fondo,Maratón,Intermedio,171.3,61.5,20.96,4.0,2.46,59.04,28.47,86.51,98.6,177.63,53.26,36.77,7.41,2.077,4.071,6.039,43.99,53.97,44.9,128.73,69.36,72.74,18.0,3063.31,1697.89,11.026,16.828,10.792,3.48,23.13
ATH-0136,M,26,Atletismo,Fondo,Maratón,Intermedio,174.24,58.91,19.4,7.9,4.65,54.26,29.52,82.33,97.91,178.49,53.45,33.06,19.77,2.292,4.242,6.059,50.14,95.06,46.84,110.13,62.72,70.36,18.0,2923.07,1632.5,10.583,15.724,13.696,9.66,20.06
ATH-0137,M,24,Atletismo,Fondo,Media Maratón,Amateur,172.12,61.15,20.64,11.03,6.74,54.4,28.16,82.13,99.63,175.38,53.3,32.55,28.09,2.223,4.348,6.378,41.88,77.0,44.53,130.84,67.14,72.68,18.0,3053.26,1729.71,9.982,15.218,12.786,1.0,21.0
ATH-0138,F,20,Atletismo,Fondo,Media Maratón,Élite,172.95,63.72,21.3,7.39,4.71,59.01,35.41,81.01,87.47,174.93,54.5,35.6,24.28,2.161,4.113,5.607,51.16,101.35,48.86,129.2,93.66,78.41,18.0,3275.57,1891.13,10.766,16.993,11.869,4.82,21.49
ATH-0139,M,22,Atletismo,Fondo,Media Maratón,Intermedio,163.86,57.48,21.41,4.21,2.42,55.05,29.33,86.54,96.32,175.96,60.43,32.16,11.62,2.262,4.01,5.811,53.73,96.5,47.69,117.01,51.75,73.67,18.0,3215.57,1699.02,10.811,16.947,11.198,1.79,25.98
ATH-0140,F,20,Atletismo,Fondo,Maratón,Amateur,166.49,61.17,22.07,4.0,2.45,58.73,32.64,80.18,96.95,174.13,50.81,34.77,7.83,2.084,3.92,6.026,48.56,82.93,45.98,126.15,95.1,76.51,18.0,3135.79,1834.39,10.872,18.321,11.394,3.82,27.55
ATH-0141,F,28,Atletismo,Fondo,10km,Amateur,176.91,71.65,22.9,6.26,4.49,67.17,43.66,90.24,105.81,180.86,55.97,33.34,18.43,1.985,3.406,4.835,46.04,84.01,52.22,152.54,101.87,68.93,16.94,2795.17,1678.51,10.638,16.236,13.5,2.93,21.25
ATH-0142,M,24,Atletismo,Fondo,10km,Élite,164.74,61.68,22.73,5.14,3.17,58.51,35.43,84.03,94.9,173.87,56.52,38.58,15.23,2.048,3.842,5.55,51.09,108.91,43.45,137.89,72.01,82.0,18.0,3366.7,1996.38,9.659,16.199,12.504,4.44,21.64
ATH-0143,M,31,Atletismo,Fondo,10km,Intermedio,174.82,57.35,18.76,8.76,5.02,52.33,27.91,90.7,97.85,181.9,49.88,39.89,23.75,2.208,3.931,5.913,40.94,89.07,46.93,109.47,73.19,73.39,18.0,3164.61,1792.16,10.215,17.001,13.816,7.92,26.1
ATH-0144,M,23,Atletismo,Fondo,Maratón,Amateur,171.51,56.76,19.3,10.43,5.92,50.84,31.17,85.5,103.85,176.79,58.8,32.4,32.57,2.196,4.091,6.026,42.32,95.36,45.04,134.66,68.99,73.58,18.0,2988.4,1779.17,10.807,17.048,15.249,2.89,26.42
OUT-673,M,21,Atletismo,Fondo,10km,Profesional,172.42,84.22,31.8,23.38,10.72,52.13,37.42,82.06,107.53,164.85,58.56,41.39,25.25,2.29,4.288,5.76,26.31,43.87,55.1,206.21,61.12,73.37,16.33,2732.77,1981.34,13.247,13.919,13.038,3.27,27.76
ATH-0146,M,18,Atletismo,Fondo,10km,Élite,175.89,70.14,22.67,6.79,4.76,65.38,40.07,86.93,98.93,178.26,51.95,38.31,20.18,2.109,3.814,5.502,50.88,107.63,48.85,150.46,92.15,77.85,18.0,3292.7,1908.49,11.067,16.94,14.523,1.0,19.62
ATH-0147,M,18,Atletismo,Fondo,10km,Profesional,169.28,67.04,23.39,6.67,4.47,62.57,35.26,84.71,101.6,177.64,59.46,36.72,12.84,2.128,4.19,6.152,57.3,113.6,55.76,152.15,89.44,73.98,18.0,3107.89,1714.77,10.927,18.023,13.041,1.0,25.82
ATH-0148,M,18,Atletismo,Fondo,Maratón,Intermedio,170.66,55.55,19.07,7.18,3.99,51.56,27.93,86.31,94.73,178.35,56.28,31.87,18.8,2.147,3.834,5.833,46.03,113.56,43.56,110.41,83.0,76.51,18.0,3274.93,1754.95,10.478,16.509,11.998,1.98,25.63
ATH-0149,M,25,Atletismo,Fondo,10km,Intermedio,160.09,63.07,24.61,4.1,2.59,60.48,32.53,81.39,103.17,160.49,52.97,31.85,13.18,2.102,3.568,5.41,48.66,79.71,49.97,123.53,60.32,71.66,18.0,3161.56,1816.84,10.845,18.153,12.758,1.56,28.98
ATH-0150,M,26,Atletismo,Fondo,10km,Élite,171.22,68.12,23.24,8.51,5.79,62.33,36.87,87.49,101.22,174.96,57.12,36.12,24.67,2.077,3.839,5.554,40.24,67.9,47.52,116.0,78.12,72.76,17.67,2976.55,1679.89,10.801,17.118,12.628,4.16,20.84
ATH-0151,F,18,Atletismo,Fondo,Maratón,Intermedio,164.38,61.8,22.87,4.3,2.66,59.14,36.46,82.94,91.97,171.55,56.08,35.76,12.03,2.034,3.968,5.88,52.55,98.56,45.99,122.11,93.77,67.26,16.59,2769.54,1567.58,10.206,15.319,9.189,1.96,30.41
OUT-863,M,27,Atletismo,Fondo,Media Maratón,Élite,167.32,54.61,18.7,27.84,10.88,51.78,36.76,98.98,93.18,206.22,64.55,27.43,32.05,1.623,4.238,4.802,30.68,60.47,32.9,127.65,123.63,54.35,14.29,2445.61,1326.84,11.002,19.99,10.766,2.41,31.66
ATH-0153,M,22,Atletismo,Fondo,10km,Amateur,168.17,73.2,25.88,6.09,4.46,68.74,38.68,82.11,90.92,174.95,50.78,36.44,18.16,2.015,3.639,5.176,52.83,54.03,55.79,148.36,90.58,76.28,18.0,3248.14,1798.72,10.405,18.074,13.702,3.34,26.48
ATH-0154,M,24,Atletismo,Fondo,Media Maratón,Intermedio,166.74,52.47,18.87,9.08,4.76,47.71,24.24,87.88,100.42,170.22,54.95,33.67,27.59,2.307,4.022,6.05,40.24,77.13,47.72,81.83,80.81,63.55,15.65,2619.09,1545.58,10.693,16.514,10.854,4.11,25.06
ATH-0155,F,30,Atletismo,Fondo,10km,Amateur,179.13,75.16,23.43,4.0,3.01,72.16,40.01,84.53,99.97,185.35,49.89,35.84,12.14,2.09,3.781,5.689,52.47,77.07,58.25,127.56,93.16,71.27,18.0,2918.93,1697.47,11.143,18.936,9.912,4.99,27.7
ATH-0156,M,27,Atletismo,Fondo,Maratón,Amateur,164.34,62.3,23.07,9.06,5.64,56.66,30.02,88.88,96.71,168.58,57.42,35.79,27.41,2.254,3.999,5.852,43.56,58.34,47.91,140.63,81.12,67.97,18.0,2821.75,1509.78,10.348,18.538,11.957,6.64,14.41
ATH-0157,F,22,Atletismo,Fondo,Media Maratón,Amateur,166.22,68.45,24.77,10.41,7.12,61.33,38.93,85.79,103.99,172.48,50.97,42.76,31.03,2.179,4.067,5.767,46.25,91.38,52.49,121.85,74.37,72.6,18.0,2984.72,1750.62,10.665,16.332,12.134,3.31,16.17
ATH-0158,F,20,Atletismo,Fondo,Media Maratón,Amateur,167.81,56.0,19.88,4.0,2.24,53.76,30.32,84.12,96.55,177.81,57.19,30.15,10.95,2.079,3.895,5.642,49.16,64.67,43.35,121.53,87.9,64.05,15.9,2746.78,1483.33,10.296,15.101,12.17,1.0,26.35
ATH-0159,M,18,Atletismo,Fondo,Media Maratón,Profesional,169.11,58.37,20.41,6.72,3.92,54.45,32.24,88.3,107.07,171.54,58.85,36.87,18.71,2.042,3.635,5.278,57.52,114.0,47.64,126.84,63.64,81.04,18.0,3287.98,2000.68,9.843,14.876,15.02,2.4,26.27
ATH-0160,F,21,Atletismo,Fondo,Media Maratón,Amateur,166.74,56.6,20.36,7.84,4.44,52.16,29.54,82.04,93.7,172.68,55.83,35.98,22.18,2.156,3.939,5.897,40.55,60.0,49.38,122.64,62.89,69.23,18.0,3029.47,1754.05,10.55,16.018,14.006,3.32,20.88
ATH-0161,M,23,Atletismo,Fondo,10km,Intermedio,169.85,61.49,21.32,7.96,4.89,56.6,33.8,83.61,100.69,174.61,43.64,36.08,18.55,1.901,3.734,5.354,51.09,78.34,53.64,105.88,70.98,82.0,18.0,3599.24,1951.13,9.949,15.354,11.788,7.41,21.75
ATH-0162,M,20,Atletismo,Fondo,10km,Élite,173.81,63.54,21.03,6.15,3.91,59.63,36.3,88.34,96.81,178.11,58.26,37.09,12.59,2.193,3.994,5.796,55.42,105.15,49.66,136.5,104.77,73.94,18.0,3058.8,1693.32,10.193,16.352,12.884,3.05,22.38
ATH-0163,M,23,Atletismo,Fondo,Media Maratón,Intermedio,176.02,67.33,21.73,5.71,3.85,63.49,42.74,90.74,96.47,180.81,54.11,41.52,17.5,2.06,3.744,5.466,46.71,65.51,52.28,102.58,88.43,65.14,14.65,2755.03,1699.34,10.713,15.518,12.221,2.91,21.22
ATH-0164,M,24,Atletismo,Fondo,10km,Amateur,175.73,53.44,17.31,7.63,4.08,49.36,27.73,85.26,97.01,185.62,54.05,36.53,23.04,2.261,4.211,6.052,44.21,105.58,40.67,107.37,78.54,65.96,16.13,2961.03,1477.63,10.238,16.208,14.909,1.0,31.65
ATH-0165,M,23,Atletismo,Fondo,Media Maratón,Élite,160.55,62.78,24.36,7.88,4.95,57.84,35.96,83.64,99.96,167.23,52.65,32.42,21.99,2.089,3.654,5.35,48.71,86.09,49.21,126.38,89.58,72.57,17.92,3084.29,1845.29,10.645,17.383,14.33,5.06,26.29
ATH-0166,F,21,Atletismo,Fondo,Media Maratón,Intermedio,174.28,66.47,21.89,5.43,3.61,62.86,37.16,84.79,98.29,177.84,60.02,37.13,16.27,1.956,3.761,5.475,51.2,91.9,55.37,111.89,92.61,69.04,17.75,2825.96,1755.84,10.371,16.567,10.625,2.69,19.71
ATH-0167,M,24,Atletismo,Fondo,Maratón,Élite,174.65,67.41,22.1,4.94,3.33,64.08,35.69,91.24,100.14,182.16,55.39,35.74,15.79,2.103,3.829,5.389,51.01,101.31,47.98,144.1,72.73,70.83,18.0,3062.62,1662.65,10.086,16.635,13.245,4.74,26.64
ATH-0168,M,25,Atletismo,Fondo,Media Maratón,Élite,168.03,59.8,21.18,10.03,6.0,53.8,30.11,82.53,100.75,171.19,53.19,34.27,29.39,2.223,3.939,5.601,45.14,97.31,47.74,105.35,78.53,60.61,14.9,2573.45,1468.12,10.906,17.782,13.583,7.91,17.25
ATH-0169,M,19,Atletismo,Fondo,10km,Profesional,182.01,59.86,18.07,7.27,4.35,55.51,33.24,87.48,103.25,180.95,58.68,36.46,22.04,2.132,4.025,5.555,36.09,57.11,52.43,152.61,68.44,71.03,17.55,2912.01,1625.44,11.174,19.033,14.412,1.78,22.11
ATH-0170,M,29,Atletismo,Fondo,Media Maratón,Intermedio,178.53,61.54,19.31,4.0,2.46,59.08,33.56,85.01,93.02,175.65,57.32,35.72,7.31,2.114,3.838,5.418,50.13,100.62,47.35,137.48,63.36,81.38,18.0,3390.5,2011.92,10.501,16.081,14.859,3.97,20.43
ATH-0171,F,23,Atletismo,Fondo,Maratón,Intermedio,170.9,62.93,21.55,10.04,6.32,56.61,33.07,83.51,93.53,177.74,51.25,35.42,33.06,2.148,3.842,5.857,41.07,85.21,46.14,120.69,98.04,67.73,17.65,2830.7,1654.24,11.475,20.236,13.426,5.97,15.07
ATH-0172,M,24,Atletismo,Fondo,10km,Intermedio,168.42,68.51,24.15,5.51,3.77,64.74,39.27,85.15,98.13,172.52,56.14,36.1,16.39,2.084,3.867,5.739,47.5,107.51,57.01,151.09,85.74,76.69,18.0,3382.78,1784.94,9.899,15.127,12.258,1.89,25.04
ATH-0173,M,26,Atletismo,Fondo,Maratón,Amateur,181.91,55.95,16.91,7.17,4.01,51.94,35.31,80.75,95.61,190.99,55.49,33.18,22.87,2.163,4.158,5.869,51.92,86.42,50.52,106.14,80.27,68.72,17.88,2801.21,1700.9,9.914,15.01,10.607,1.6,22.6
ATH-0174,M,24,Atletismo,Fondo,Maratón,Élite,171.89,58.07,19.65,7.94,4.61,53.46,31.08,86.7,101.17,178.37,50.07,37.66,23.98,2.304,4.202,6.054,50.07,101.4,52.79,125.62,89.76,76.26,18.0,3206.17,1891.78,9.697,15.372,12.134,1.49,23.73
